doc_id,doi,title,lib,class_name,chunk_count
doc_0816,10.1038/s41467-023-36926-x,10.1038/s41467-023-36926-x,lib1,classA,113
doc_0817,10.1038/s41467-023-37011-z,10.1038/s41467-023-37011-z,lib1,classA,114
doc_0818,10.1038/s41467-023-37251-z,10.1038/s41467-023-37251-z,lib1,classA,66
doc_0819,10.1038/s41467-023-37360-9,10.1038/s41467-023-37360-9,lib1,classA,73
doc_0820,10.1038/s41467-023-37520-x,10.1038/s41467-023-37520-x,lib1,classA,76
doc_0821,10.1038/s41467-023-37529-2,10.1038/s41467-023-37529-2,lib1,classA,107
doc_0822,10.1038/s41467-023-37545-2,10.1038/s41467-023-37545-2,lib1,classA,71
doc_0823,10.1038/s41467-023-37679-3,10.1038/s41467-023-37679-3,lib1,classA,90
doc_0824,10.1038/s41467-023-37898-8,10.1038/s41467-023-37898-8,lib1,classA,68
doc_0825,10.1038/s41467-023-37929-4,10.1038/s41467-023-37929-4,lib1,classA,120
doc_0826,10.1038/s41467-023-38497-3,10.1038/s41467-023-38497-3,lib1,classA,88
doc_0827,10.1038/s41467-023-38524-3,10.1038/s41467-023-38524-3,lib1,classA,82
doc_0828,10.1038/s41467-023-38603-5,10.1038/s41467-023-38603-5,lib1,classA,90
doc_0829,10.1038/s41467-023-38775-0,10.1038/s41467-023-38775-0,lib1,classA,90
doc_0830,10.1038/s41467-023-38777-y,10.1038/s41467-023-38777-y,lib1,classA,89
doc_0831,10.1038/s41467-023-39153-6,10.1038/s41467-023-39153-6,lib1,classA,69
doc_0832,10.1038/s41467-023-39351-2,10.1038/s41467-023-39351-2,lib1,classA,100
doc_0833,10.1038/s41467-023-39505-2,10.1038/s41467-023-39505-2,lib1,classA,71
doc_0834,10.1038/s41467-023-39544-9,10.1038/s41467-023-39544-9,lib1,classA,59
doc_0835,10.1038/s41467-023-39580-5,10.1038/s41467-023-39580-5,lib1,classA,85
doc_0836,10.1038/s41467-023-39666-0,10.1038/s41467-023-39666-0,lib1,classA,117
doc_0837,10.1038/s41467-023-40117-z,10.1038/s41467-023-40117-z,lib1,classA,75
doc_0838,10.1038/s41467-023-40136-w,10.1038/s41467-023-40136-w,lib1,classA,58
doc_0839,10.1038/s41467-023-40273-2,10.1038/s41467-023-40273-2,lib1,classA,104
doc_0840,10.1038/s41467-023-40296-9,10.1038/s41467-023-40296-9,lib1,classA,68
doc_0841,10.1038/s41467-023-40342-6,10.1038/s41467-023-40342-6,lib1,classA,89
doc_0842,10.1038/s41467-023-40412-9,10.1038/s41467-023-40412-9,lib1,classA,96
doc_0843,10.1038/s41467-023-40563-9,10.1038/s41467-023-40563-9,lib1,classA,76
doc_0844,10.1038/s41467-023-40689-w,10.1038/s41467-023-40689-w,lib1,classA,114
doc_0845,10.1038/s41467-023-40970-y,10.1038/s41467-023-40970-y,lib1,classA,91
doc_0846,10.1038/s41467-023-41105-z,10.1038/s41467-023-41105-z,lib1,classA,93
doc_0847,10.1038/s41467-023-41278-7,10.1038/s41467-023-41278-7,lib1,classA,79
doc_0848,10.1038/s41467-023-41348-w,10.1038/s41467-023-41348-w,lib1,classA,38
doc_0849,10.1038/s41467-023-41396-2,10.1038/s41467-023-41396-2,lib1,classA,78
doc_0850,10.1038/s41467-023-41423-2,10.1038/s41467-023-41423-2,lib1,classA,92
doc_0851,10.1038/s41467-023-41497-y,10.1038/s41467-023-41497-y,lib1,classA,80
doc_0852,10.1038/s41467-023-41863-w,10.1038/s41467-023-41863-w,lib1,classA,105
doc_0853,10.1038/s41467-023-41871-w,10.1038/s41467-023-41871-w,lib1,classA,74
doc_0854,10.1038/s41467-023-41943-x,10.1038/s41467-023-41943-x,lib1,classA,67
doc_0855,10.1038/s41467-023-42307-1,10.1038/s41467-023-42307-1,lib1,classA,95
doc_0856,10.1038/s41467-023-42337-9,10.1038/s41467-023-42337-9,lib1,classA,75
doc_0857,10.1038/s41467-023-42348-6,10.1038/s41467-023-42348-6,lib1,classA,77
doc_0858,10.1038/s41467-023-42539-1,10.1038/s41467-023-42539-1,lib1,classA,135
doc_0859,10.1038/s41467-023-42638-z,10.1038/s41467-023-42638-z,lib1,classA,74
doc_0860,10.1038/s41467-023-42756-8,10.1038/s41467-023-42756-8,lib1,classA,90
doc_0861,10.1038/s41467-023-42757-7,10.1038/s41467-023-42757-7,lib1,classA,71
doc_0862,10.1038/s41467-023-42889-w,10.1038/s41467-023-42889-w,lib1,classA,120
doc_0863,10.1038/s41467-023-43118-0,10.1038/s41467-023-43118-0,lib1,classA,88
doc_0864,10.1038/s41467-023-43179-1,10.1038/s41467-023-43179-1,lib1,classA,73
doc_0865,10.1038/s41467-023-43182-6,10.1038/s41467-023-43182-6,lib1,classA,75
doc_0866,10.1038/s41467-023-43300-4,10.1038/s41467-023-43300-4,lib1,classA,90
doc_0867,10.1038/s41467-023-43303-1,10.1038/s41467-023-43303-1,lib1,classA,102
doc_0868,10.1038/s41467-023-43409-6,10.1038/s41467-023-43409-6,lib1,classA,73
doc_0869,10.1038/s41467-023-43610-7,10.1038/s41467-023-43610-7,lib1,classA,94
doc_0870,10.1038/s41467-023-43693-2,10.1038/s41467-023-43693-2,lib1,classA,48
doc_0871,10.1038/s41467-023-44131-z,10.1038/s41467-023-44131-z,lib1,classA,78
doc_0872,10.1038/s41467-023-44586-0,10.1038/s41467-023-44586-0,lib1,classA,95
doc_0873,10.1038/s41467-023-44652-7,10.1038/s41467-023-44652-7,lib1,classA,86
doc_0874,10.1038/s41467-024-44722-4,10.1038/s41467-024-44722-4,lib1,classA,99
doc_0875,10.1038/s41467-024-44727-z,10.1038/s41467-024-44727-z,lib1,classA,60
doc_0876,10.1038/s41467-024-44896-x,10.1038/s41467-024-44896-x,lib1,classA,57
doc_0877,10.1038/s41467-024-44899-8,10.1038/s41467-024-44899-8,lib1,classA,55
doc_0878,10.1038/s41467-024-44923-x,10.1038/s41467-024-44923-x,lib1,classA,74
doc_0879,10.1038/s41467-024-45179-1,10.1038/s41467-024-45179-1,lib1,classA,82
doc_0880,10.1038/s41467-024-45230-1,10.1038/s41467-024-45230-1,lib1,classA,63
doc_0881,10.1038/s41467-024-45255-6,10.1038/s41467-024-45255-6,lib1,classA,131
doc_0882,10.1038/s41467-024-45527-1,10.1038/s41467-024-45527-1,lib1,classA,82
doc_0883,10.1038/s41467-024-45538-y,10.1038/s41467-024-45538-y,lib1,classA,95
doc_0884,10.1038/s41467-024-45704-2,10.1038/s41467-024-45704-2,lib1,classA,68
doc_0885,10.1038/s41467-024-45787-x,10.1038/s41467-024-45787-x,lib1,classA,104
doc_0886,10.1038/s41467-024-45959-9,10.1038/s41467-024-45959-9,lib1,classA,75
doc_0887,10.1038/s41467-024-45988-4,10.1038/s41467-024-45988-4,lib1,classA,69
doc_0888,10.1038/s41467-024-45990-w,10.1038/s41467-024-45990-w,lib1,classA,79
doc_0889,10.1038/s41467-024-46072-7,10.1038/s41467-024-46072-7,lib1,classA,63
doc_0890,10.1038/s41467-024-46318-4,10.1038/s41467-024-46318-4,lib1,classA,66
doc_0891,10.1038/s41467-024-46653-6,10.1038/s41467-024-46653-6,lib1,classA,79
doc_0892,10.1038/s41467-024-46803-w,10.1038/s41467-024-46803-w,lib1,classA,112
doc_0893,10.1038/s41467-024-47319-z,10.1038/s41467-024-47319-z,lib1,classA,129
doc_0894,10.1038/s41467-024-47490-3,10.1038/s41467-024-47490-3,lib1,classA,73
doc_0895,10.1038/s41467-024-47498-9,10.1038/s41467-024-47498-9,lib1,classA,111
doc_0896,10.1038/s41467-024-47913-1,10.1038/s41467-024-47913-1,lib1,classA,73
doc_0897,10.1038/s41467-024-47994-y,10.1038/s41467-024-47994-y,lib1,classA,102
doc_0898,10.1038/s41467-024-48035-4,10.1038/s41467-024-48035-4,lib1,classA,128
doc_0899,10.1038/s41467-024-48052-3,10.1038/s41467-024-48052-3,lib1,classA,76
doc_0900,10.1038/s41467-024-48083-w,10.1038/s41467-024-48083-w,lib1,classA,83
doc_0901,10.1038/s41467-024-48256-7,10.1038/s41467-024-48256-7,lib1,classA,83
doc_0902,10.1038/s41467-024-49003-8,10.1038/s41467-024-49003-8,lib1,classA,115
doc_0903,10.1038/s41467-024-49095-2,10.1038/s41467-024-49095-2,lib1,classA,118
doc_0904,10.1038/s41467-024-49158-4,10.1038/s41467-024-49158-4,lib1,classA,89
doc_0905,10.1038/s41467-024-49247-4,10.1038/s41467-024-49247-4,lib1,classA,90
doc_0906,10.1038/s41467-024-49308-8,10.1038/s41467-024-49308-8,lib1,classA,99
doc_0907,10.1038/s41467-024-49492-7,10.1038/s41467-024-49492-7,lib1,classA,92
doc_0908,10.1038/s41467-024-49662-7,10.1038/s41467-024-49662-7,lib1,classA,97
doc_0909,10.1038/s41467-024-49880-z,10.1038/s41467-024-49880-z,lib1,classA,82
doc_0910,10.1038/s41467-024-49927-1,10.1038/s41467-024-49927-1,lib1,classA,124
doc_0911,10.1038/s41467-024-49928-0,10.1038/s41467-024-49928-0,lib1,classA,126
doc_0912,10.1038/s41467-024-49931-5,10.1038/s41467-024-49931-5,lib1,classA,110
doc_0913,10.1038/s41467-024-50118-1,10.1038/s41467-024-50118-1,lib1,classA,81
doc_0914,10.1038/s41467-024-50269-1,10.1038/s41467-024-50269-1,lib1,classA,110
doc_0915,10.1038/s41467-024-50377-y,10.1038/s41467-024-50377-y,lib1,classA,133
doc_0916,10.1038/s41467-024-50519-2,10.1038/s41467-024-50519-2,lib1,classA,89
doc_0917,10.1038/s41467-024-50521-8,10.1038/s41467-024-50521-8,lib1,classA,140
doc_0918,10.1038/s41467-024-50522-7,10.1038/s41467-024-50522-7,lib1,classA,99
doc_0919,10.1038/s41467-024-50535-2,10.1038/s41467-024-50535-2,lib1,classA,75
doc_0920,10.1038/s41467-024-50670-w,10.1038/s41467-024-50670-w,lib1,classA,109
doc_0921,10.1038/s41467-024-50791-2,10.1038/s41467-024-50791-2,lib1,classA,96
doc_0922,10.1038/s41467-024-50927-4,10.1038/s41467-024-50927-4,lib1,classA,94
doc_0923,10.1038/s41467-024-51088-0,10.1038/s41467-024-51088-0,lib1,classA,120
doc_0924,10.1038/s41467-024-51112-3,10.1038/s41467-024-51112-3,lib1,classA,110
doc_0925,10.1038/s41467-024-51139-6,10.1038/s41467-024-51139-6,lib1,classA,89
doc_0926,10.1038/s41467-024-51256-2,10.1038/s41467-024-51256-2,lib1,classA,123
doc_0927,10.1038/s41467-024-51307-8,10.1038/s41467-024-51307-8,lib1,classA,96
doc_0928,10.1038/s41467-024-51397-4,10.1038/s41467-024-51397-4,lib1,classA,78
doc_0929,10.1038/s41467-024-51466-8,10.1038/s41467-024-51466-8,lib1,classA,113
doc_0930,10.1038/s41467-024-51475-7,10.1038/s41467-024-51475-7,lib1,classA,115
doc_0931,10.1038/s41467-024-51478-4,10.1038/s41467-024-51478-4,lib1,classA,112
doc_0932,10.1038/s41467-024-51908-3,10.1038/s41467-024-51908-3,lib1,classA,80
doc_0933,10.1038/s41467-024-51928-z,10.1038/s41467-024-51928-z,lib1,classA,87
doc_0934,10.1038/s41467-024-52022-0,10.1038/s41467-024-52022-0,lib1,classA,111
doc_0935,10.1038/s41467-024-52168-x,10.1038/s41467-024-52168-x,lib1,classA,96
doc_0936,10.1038/s41467-024-52228-2,10.1038/s41467-024-52228-2,lib1,classA,128
doc_0937,10.1038/s41467-024-52291-9,10.1038/s41467-024-52291-9,lib1,classA,86
doc_0938,10.1038/s41467-024-52517-w,10.1038/s41467-024-52517-w,lib1,classA,68
doc_0939,10.1038/s41467-024-52519-8,10.1038/s41467-024-52519-8,lib1,classA,108
doc_0940,10.1038/s41467-024-52692-w,10.1038/s41467-024-52692-w,lib1,classA,75
doc_0941,10.1038/s41467-024-53066-y,10.1038/s41467-024-53066-y,lib1,classA,99
doc_0942,10.1038/s41467-024-53523-8,10.1038/s41467-024-53523-8,lib1,classA,64
doc_0943,10.1038/s41467-024-53529-2,10.1038/s41467-024-53529-2,lib1,classA,114
doc_0944,10.1038/s41467-024-53543-4,10.1038/s41467-024-53543-4,lib1,classA,91
doc_0945,10.1038/s41467-024-53808-y,10.1038/s41467-024-53808-y,lib1,classA,72
doc_0946,10.1038/s41467-024-53897-9,10.1038/s41467-024-53897-9,lib1,classA,76
doc_0947,10.1038/s41467-024-53946-3,10.1038/s41467-024-53946-3,lib1,classA,81
doc_0948,10.1038/s41467-024-54107-2,10.1038/s41467-024-54107-2,lib1,classA,96
doc_0949,10.1038/s41467-024-54122-3,10.1038/s41467-024-54122-3,lib1,classA,78
doc_0950,10.1038/s41467-024-54204-2,10.1038/s41467-024-54204-2,lib1,classA,69
doc_0951,10.1038/s41467-024-54282-2,10.1038/s41467-024-54282-2,lib1,classA,88
doc_0952,10.1038/s41467-024-54590-7,10.1038/s41467-024-54590-7,lib1,classA,96
doc_0953,10.1038/s41467-024-54630-2,10.1038/s41467-024-54630-2,lib1,classA,106
doc_0954,10.1038/s41467-024-54636-w,10.1038/s41467-024-54636-w,lib1,classA,88
doc_0955,10.1038/s41467-024-55534-x,10.1038/s41467-024-55534-x,lib1,classA,55
doc_0956,10.1038/s41467-024-55613-z,10.1038/s41467-024-55613-z,lib1,classA,73
doc_0957,10.1038/s41467-025-55885-z,10.1038/s41467-025-55885-z,lib1,classA,94
doc_0958,10.1038/s41467-025-56111-6,10.1038/s41467-025-56111-6,lib1,classA,76
doc_0959,10.1038/s41467-025-56271-5,10.1038/s41467-025-56271-5,lib1,classA,92
doc_0960,10.1038/s41467-025-56306-x,10.1038/s41467-025-56306-x,lib1,classA,57
doc_0961,10.1038/s41467-025-56534-1,10.1038/s41467-025-56534-1,lib1,classA,84
doc_0962,10.1038/s41467-025-56975-8,10.1038/s41467-025-56975-8,lib1,classA,100
doc_0963,10.1038/s41467-025-56977-6,10.1038/s41467-025-56977-6,lib1,classA,106
doc_0964,10.1038/s41467-025-57095-z,10.1038/s41467-025-57095-z,lib1,classA,133
doc_0965,10.1038/s41467-025-57221-x,10.1038/s41467-025-57221-x,lib1,classA,193
doc_0966,10.1038/s41467-025-57307-6,10.1038/s41467-025-57307-6,lib1,classA,91
doc_0967,10.1038/s41467-025-57464-8,10.1038/s41467-025-57464-8,lib1,classA,77
doc_0968,10.1038/s41467-025-57563-6,10.1038/s41467-025-57563-6,lib1,classA,155
doc_0969,10.1038/s41467-025-57573-4,10.1038/s41467-025-57573-4,lib1,classA,64
doc_0970,10.1038/s41467-025-57742-5,10.1038/s41467-025-57742-5,lib1,classA,94
doc_0971,10.1038/s41467-025-58109-6,10.1038/s41467-025-58109-6,lib1,classA,110
doc_0972,10.1038/s41467-025-58556-1,10.1038/s41467-025-58556-1,lib1,classA,112
doc_0973,10.1038/s41467-025-58755-w,10.1038/s41467-025-58755-w,lib1,classA,108
doc_0974,10.1038/s41467-025-58756-9,10.1038/s41467-025-58756-9,lib1,classA,67
doc_0975,10.1038/s41467-025-59180-9,10.1038/s41467-025-59180-9,lib1,classA,63
doc_0976,10.1038/s41467-025-59604-6,10.1038/s41467-025-59604-6,lib1,classA,100
doc_0977,10.1038/s41467-025-59783-2,10.1038/s41467-025-59783-2,lib1,classA,64
doc_0978,10.1038/s41467-025-60043-6,10.1038/s41467-025-60043-6,lib1,classA,97
doc_0979,10.1038/s41467-025-60467-0,10.1038/s41467-025-60467-0,lib1,classA,96
doc_0980,10.1038/s41467-025-61080-x,10.1038/s41467-025-61080-x,lib1,classA,88
doc_0981,10.1038/s41467-025-61132-2,10.1038/s41467-025-61132-2,lib1,classA,98
doc_0982,10.1038/s41467-025-61189-z,10.1038/s41467-025-61189-z,lib1,classA,126
doc_0983,10.1038/s41467-025-61407-8,10.1038/s41467-025-61407-8,lib1,classA,123
doc_0984,10.1038/s41467-025-61411-y,10.1038/s41467-025-61411-y,lib1,classA,71
doc_0985,10.1038/s41467-025-61806-x,10.1038/s41467-025-61806-x,lib1,classA,117
doc_0986,10.1038/s41467-025-61871-2,10.1038/s41467-025-61871-2,lib1,classA,84
doc_0987,10.1038/s41467-025-62287-8,10.1038/s41467-025-62287-8,lib1,classA,109
doc_0988,10.1038/s41467-025-62656-3,10.1038/s41467-025-62656-3,lib1,classA,93
doc_0989,10.1038/s41467-025-62744-4,10.1038/s41467-025-62744-4,lib1,classA,112
doc_0990,10.1038/s41467-025-62875-8,10.1038/s41467-025-62875-8,lib1,classA,124
doc_0991,10.1038/s41467-025-63004-1,10.1038/s41467-025-63004-1,lib1,classA,66
doc_0992,10.1038/s41467-025-63009-w,10.1038/s41467-025-63009-w,lib1,classA,102
doc_0993,10.1038/s41467-025-63318-0,10.1038/s41467-025-63318-0,lib1,classA,79
doc_0994,10.1038/s41467-025-63450-x,10.1038/s41467-025-63450-x,lib1,classA,53
doc_0995,10.1038/s41467-025-63722-6,10.1038/s41467-025-63722-6,lib1,classA,132
doc_0996,10.1038/s41467-025-63839-8,10.1038/s41467-025-63839-8,lib1,classA,113
doc_0997,10.1038/s41467-025-63847-8,10.1038/s41467-025-63847-8,lib1,classA,117
doc_0998,10.1038/s41467-025-63914-0,10.1038/s41467-025-63914-0,lib1,classA,45
doc_0999,10.1038/s41467-025-64166-8,10.1038/s41467-025-64166-8,lib1,classA,101
doc_1000,10.1038/s41467-025-64472-1,10.1038/s41467-025-64472-1,lib1,classA,107
doc_1001,10.1038/s41467-025-65255-4,10.1038/s41467-025-65255-4,lib1,classA,101
doc_1002,10.1038/s41467-025-65391-x,10.1038/s41467-025-65391-x,lib1,classA,94
doc_1003,10.1038/s41467-025-65504-6,10.1038/s41467-025-65504-6,lib1,classA,123
doc_1004,10.1038/s41467-025-65630-1,10.1038/s41467-025-65630-1,lib1,classA,84
doc_1005,10.1038/s41467-025-65857-y,10.1038/s41467-025-65857-y,lib1,classA,132
doc_1006,10.1038/s41467-025-66117-9,10.1038/s41467-025-66117-9,lib1,classA,96
doc_1007,10.1038/s41467-025-66140-w,10.1038/s41467-025-66140-w,lib1,classA,90
doc_1008,10.1038/s41467-025-66145-5,10.1038/s41467-025-66145-5,lib1,classA,103
doc_1009,10.1038/s41467-025-66493-2,10.1038/s41467-025-66493-2,lib1,classA,99
doc_1010,10.1038/s41467-025-66673-0,10.1038/s41467-025-66673-0,lib1,classA,100
doc_1011,10.1038/s41467-025-67176-8,10.1038/s41467-025-67176-8,lib1,classA,121
doc_1012,10.1038/s41467-025-67244-z,10.1038/s41467-025-67244-z,lib1,classA,117
doc_1013,10.1038/s41467-025-67274-7,10.1038/s41467-025-67274-7,lib1,classA,95
doc_1014,10.1038/s41467-025-67719-z,10.1038/s41467-025-67719-z,lib1,classA,101
doc_1015,10.1038/s41467-025-67761-x,10.1038/s41467-025-67761-x,lib1,classA,70
doc_1016,10.1038/s41467-025-67844-9,10.1038/s41467-025-67844-9,lib1,classA,146
doc_1017,10.1038/s41467-025-67949-1,10.1038/s41467-025-67949-1,lib1,classA,100
doc_1018,10.1038/s41467-026-68358-8,10.1038/s41467-026-68358-8,lib1,classA,84
doc_1019,10.1038/s41467-026-68435-y,10.1038/s41467-026-68435-y,lib1,classA,188
doc_1020,10.1038/s41467-026-68481-6,10.1038/s41467-026-68481-6,lib1,classA,118
doc_1021,10.1038/s41467-026-68604-z,10.1038/s41467-026-68604-z,lib1,classA,128
doc_1022,10.1038/s41467-026-68739-z,10.1038/s41467-026-68739-z,lib1,classA,80
doc_1023,10.1038/s41467-026-68830-5,10.1038/s41467-026-68830-5,lib1,classA,94
doc_1024,10.1038/s41467-026-69175-9,10.1038/s41467-026-69175-9,lib1,classA,131
doc_1025,10.1038/s41467-026-69207-4,10.1038/s41467-026-69207-4,lib1,classA,123
doc_1026,10.1038/s41467-026-69281-8,10.1038/s41467-026-69281-8,lib1,classA,94
doc_1027,10.1038/s41467-026-69506-w,10.1038/s41467-026-69506-w,lib1,classA,94
doc_1028,10.1038/s41467-026-69547-1,10.1038/s41467-026-69547-1,lib1,classA,101
doc_1029,10.1038/s41467-026-69802-5,10.1038/s41467-026-69802-5,lib1,classA,134
doc_1030,10.1038/s41467-026-70445-9,10.1038/s41467-026-70445-9,lib1,classA,78
doc_1031,10.1038/s41467-026-70595-w,10.1038/s41467-026-70595-w,lib1,classA,84
doc_1032,10.1038/s41467-026-70789-2,10.1038/s41467-026-70789-2,lib1,classA,83
doc_1033,10.1038/s41467-026-72690-4,10.1038/s41467-026-72690-4,lib1,classA,136
doc_1034,10.1038/s41560-017-0078-8,10.1038/s41560-017-0078-8,lib1,classA,80
doc_1035,10.1038/s41560-018-0253-6,10.1038/s41560-018-0253-6,lib1,classA,75
doc_1036,10.1038/s41560-019-0333-2,10.1038/s41560-019-0333-2,lib1,classA,103
doc_1037,10.1038/s41560-019-0345-y,10.1038/s41560-019-0345-y,lib1,classA,19
doc_1038,10.1038/s41560-019-0374-6,10.1038/s41560-019-0374-6,lib1,classA,71
doc_1039,10.1038/s41560-019-0431-1,10.1038/s41560-019-0431-1,lib1,classA,98
doc_1040,10.1038/s41560-019-0450-y,10.1038/s41560-019-0450-y,lib1,classA,83
doc_1041,10.1038/s41560-019-0451-x,10.1038/s41560-019-0451-x,lib1,classA,63
doc_1042,10.1038/s41560-019-0457-4,10.1038/s41560-019-0457-4,lib1,classA,82
doc_1043,10.1038/s41560-019-0490-3,10.1038/s41560-019-0490-3,lib1,classA,16
doc_1044,10.1038/s41560-019-0517-9,10.1038/s41560-019-0517-9,lib1,classA,89
doc_1045,10.1038/s41560-020-00735-z,10.1038/s41560-020-00735-z,lib1,classA,71
doc_1046,10.1038/s41560-020-00761-x,10.1038/s41560-020-00761-x,lib1,classA,65
doc_1047,10.1038/s41560-020-0550-8,10.1038/s41560-020-0550-8,lib1,classA,79
doc_1048,10.1038/s41560-020-0594-9,10.1038/s41560-020-0594-9,lib1,classA,76
doc_1049,10.1038/s41560-020-0607-8,10.1038/s41560-020-0607-8,lib1,classA,23
doc_1050,10.1038/s41560-020-0666-x,10.1038/s41560-020-0666-x,lib1,classA,64
doc_1051,10.1038/s41560-020-0667-9,10.1038/s41560-020-0667-9,lib1,classA,8
doc_1052,10.1038/s41560-021-00920-8,10.1038/s41560-021-00920-8,lib1,classA,50
doc_1053,10.1038/s41560-021-00927-1,10.1038/s41560-021-00927-1,lib1,classA,68
doc_1054,10.1038/s41560-021-00967-7,10.1038/s41560-021-00967-7,lib1,classA,59
doc_1055,10.1038/s41560-021-00973-9,10.1038/s41560-021-00973-9,lib1,classA,137
doc_1056,10.1038/s41560-022-01092-9,10.1038/s41560-022-01092-9,lib1,classA,61
doc_1057,10.1038/s41560-022-01188-2,10.1038/s41560-022-01188-2,lib1,classA,99
doc_1058,10.1038/s41560-023-01262-3,10.1038/s41560-023-01262-3,lib1,classA,84
doc_1059,10.1038/s41560-023-01389-3,10.1038/s41560-023-01389-3,lib1,classA,75
doc_1060,10.1038/s41560-023-01415-4,10.1038/s41560-023-01415-4,lib1,classA,115
doc_1061,10.1038/s41560-024-01461-6,10.1038/s41560-024-01461-6,lib1,classA,83
doc_1062,10.1038/s41560-024-01574-y,10.1038/s41560-024-01574-y,lib1,classA,61
doc_1063,10.1038/s41560-024-01577-9,10.1038/s41560-024-01577-9,lib1,classA,79
doc_1064,10.1038/s41560-024-01633-4,10.1038/s41560-024-01633-4,lib1,classA,90
doc_1065,10.1038/s41560-025-01833-6,10.1038/s41560-025-01833-6,lib1,classA,17
doc_1066,10.1038/s41560-025-01846-1,10.1038/s41560-025-01846-1,lib1,classA,68
doc_1067,10.1038/s41560-025-01883-w,10.1038/s41560-025-01883-w,lib1,classA,78
doc_1068,10.1038/s41563-018-0033-5,10.1038/s41563-018-0033-5,lib1,classA,45
doc_1069,10.1038/s41563-019-0445-x,10.1038/s41563-019-0445-x,lib1,classA,37
doc_1070,10.1038/s41563-020-0610-2,10.1038/s41563-020-0610-2,lib1,classA,52
doc_1071,10.1038/s41563-020-0717-5,10.1038/s41563-020-0717-5,lib1,classA,49
doc_1072,10.1038/s41563-021-00958-9,10.1038/s41563-021-00958-9,lib1,classA,38
doc_1073,10.1038/s41563-022-01380-5,10.1038/s41563-022-01380-5,lib1,classA,49
doc_1074,10.1038/s41563-024-01819-x,10.1038/s41563-024-01819-x,lib1,classA,52
doc_1075,10.1038/s41563-025-02153-6,10.1038/s41563-025-02153-6,lib1,classA,50
doc_1076,10.1038/s41565-019-0551-6,10.1038/s41565-019-0551-6,lib1,classA,41
doc_1077,10.1038/s41565-019-0575-y,10.1038/s41565-019-0575-y,lib1,classA,18
doc_1078,10.1038/s41565-019-0603-y,10.1038/s41565-019-0603-y,lib1,classA,41
doc_1079,10.1038/s41565-020-00823-x,10.1038/s41565-020-00823-x,lib1,classA,8
doc_1080,10.1038/s41565-021-00974-5,10.1038/s41565-021-00974-5,lib1,classA,42
doc_1081,10.1038/s41565-021-01051-7,10.1038/s41565-021-01051-7,lib1,classA,135
doc_1082,10.1038/s41565-022-01286-y,10.1038/s41565-022-01286-y,lib1,classA,52
doc_1083,10.1038/s41565-022-01303-0,10.1038/s41565-022-01303-0,lib1,classA,15
doc_1084,10.1038/s41565-023-01543-8,10.1038/s41565-023-01543-8,lib1,classA,39
doc_1085,10.1038/s41565-025-01892-6,10.1038/s41565-025-01892-6,lib1,classA,44
doc_1086,10.1038/s41565-025-01916-1,10.1038/s41565-025-01916-1,lib1,classA,42
doc_1087,10.1038/s41565-025-02059-z,10.1038/s41565-025-02059-z,lib1,classA,51
doc_1088,10.1038/s41570-017-0105,10.1038/s41570-017-0105,lib1,classA,163
doc_1089,10.1038/s41570-019-0128-9,10.1038/s41570-019-0128-9,lib1,classA,85
doc_1090,10.1038/s41570-021-00289-y,10.1038/s41570-021-00289-y,lib1,classA,134
doc_1091,10.1038/s41586-019-1681-6,10.1038/s41586-019-1681-6,lib1,classA,119
doc_1092,10.1038/s41586-019-1760-8,10.1038/s41586-019-1760-8,lib1,classA,64
doc_1093,10.1038/s41586-019-1782-2,10.1038/s41586-019-1782-2,lib1,classA,98
doc_1094,10.1038/s41586-021-03629-6,10.1038/s41586-021-03629-6,lib1,classA,127
doc_1095,10.1038/s41586-022-04874-z,10.1038/s41586-022-04874-z,lib1,classA,73
doc_1096,10.1038/s41586-022-05540-0,10.1038/s41586-022-05540-0,lib1,classA,38
doc_1097,10.1038/s41586-022-05667-0,10.1038/s41586-022-05667-0,lib1,classA,53
doc_1098,10.1038/s41586-023-05886-z,10.1038/s41586-023-05886-z,lib1,classA,92
doc_1099,10.1038/s41586-023-05918-8,10.1038/s41586-023-05918-8,lib1,classA,107
doc_1100,10.1038/s41586-023-06917-5,10.1038/s41586-023-06917-5,lib1,classA,89
doc_1101,10.1038/s41586-024-07479-w,10.1038/s41586-024-07479-w,lib1,classA,97
doc_1102,10.1038/s41586-025-08978-0,10.1038/s41586-025-08978-0,lib1,classA,103
doc_1103,10.1038/s41893-020-00669-0,10.1038/s41893-020-00669-0,lib1,classA,90
doc_1104,10.1038/s41893-020-0486-9,10.1038/s41893-020-0486-9,lib1,classA,53
doc_1105,10.1038/s41893-021-00705-7,10.1038/s41893-021-00705-7,lib1,classA,43
doc_1106,10.1038/s41893-021-00739-x,10.1038/s41893-021-00739-x,lib1,classA,48
doc_1107,10.1038/s41893-022-00879-8,10.1038/s41893-022-00879-8,lib1,classA,62
doc_1108,10.1038/s41893-022-00993-7,10.1038/s41893-022-00993-7,lib1,classA,81
doc_1109,10.1038/s41893-022-01034-z,10.1038/s41893-022-01034-z,lib1,classA,29
doc_1110,10.1038/s41893-024-01302-0,10.1038/s41893-024-01302-0,lib1,classA,90
doc_1111,10.1038/s41893-024-01363-1,10.1038/s41893-024-01363-1,lib1,classA,75
doc_1112,10.1038/s41929-017-0005-1,10.1038/s41929-017-0005-1,lib1,classA,105
